rid,date_of_service,toc_code,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason
202301087622301,2023-01-08,SW,DCH,09:59:00,10:00:00,10:01:00,10:02:00,
202301087622301,2023-01-08,SW,MTN,10:07:00,10:07:00,10:07:00,10:09:00,
202301087622301,2023-01-08,SW,WOO,10:12:00,10:13:00,10:14:00,10:15:00,
202301087622301,2023-01-08,SW,WRM,10:19:00,10:20:00,10:20:00,10:21:00,
202301087622301,2023-01-08,SW,HAM,10:26:00,10:27:00,10:25:00,10:28:00,
202301087622301,2023-01-08,SW,POO,10:31:00,10:32:00,10:30:00,10:31:00,
202301087622301,2023-01-08,SW,PKS,10:36:00,10:37:00,10:34:00,10:36:00,
202301087622301,2023-01-08,SW,BSM,10:40:00,10:41:00,10:39:00,10:40:00,
202301087622301,2023-01-08,SW,BMH,10:47:00,10:50:00,10:45:00,10:49:00,
202301087622301,2023-01-08,SW,NWM,11:01:00,11:01:00,10:59:00,11:01:00,
202301087622301,2023-01-08,SW,BCU,11:08:00,11:09:00,11:08:00,11:09:00,
202301087622301,2023-01-08,SW,SOU,11:23:00,11:24:00,11:22:00,11:24:00,
202301087622301,2023-01-08,SW,FRM,11:49:00,11:50:00,11:54:00,11:57:00,
202301087622301,2023-01-08,SW,HAV,12:04:00,12:04:00,12:09:00,12:10:00,
202301087622301,2023-01-08,SW,GLD,12:39:00,12:40:00,12:47:00,12:49:00,
202301087622301,2023-01-08,SW,CLJ,13:12:00,13:13:00,13:18:00,13:20:00,
202301087622301,2023-01-08,SW,WAT,13:26:00,,13:30:00,,
202301087622306,2023-01-08,SW,WEY,,10:48:00,,10:48:00,
202301087622306,2023-01-08,SW,UPW,10:52:00,10:52:00,10:51:00,10:53:00,
202301087622306,2023-01-08,SW,DCH,10:59:00,11:00:00,10:59:00,11:00:00,
202301087622306,2023-01-08,SW,MTN,11:07:00,11:07:00,11:05:00,11:07:00,
202301087622306,2023-01-08,SW,WOO,11:12:00,11:13:00,11:12:00,11:13:00,
202301087622306,2023-01-08,SW,WRM,11:19:00,11:20:00,11:18:00,11:19:00,
202301087622306,2023-01-08,SW,HAM,11:26:00,11:27:00,11:24:00,11:26:00,
202301087622306,2023-01-08,SW,POO,11:31:00,11:32:00,11:29:00,11:31:00,
202301087622306,2023-01-08,SW,PKS,11:36:00,11:36:00,11:33:00,11:35:00,
202301087622306,2023-01-08,SW,BSM,11:40:00,11:40:00,11:38:00,11:39:00,
202301087622306,2023-01-08,SW,BMH,11:46:00,11:50:00,11:45:00,11:50:00,
202301087622306,2023-01-08,SW,NWM,12:01:00,12:01:00,11:58:00,12:01:00,
202301087622306,2023-01-08,SW,BCU,12:08:00,12:09:00,12:07:00,12:09:00,
202301087622306,2023-01-08,SW,SOU,12:23:00,12:24:00,12:22:00,12:24:00,
202301087622306,2023-01-08,SW,FRM,12:49:00,12:50:00,12:51:00,12:54:00,
202301087622306,2023-01-08,SW,HAV,13:04:00,13:04:00,13:06:00,13:07:00,
202301087622306,2023-01-08,SW,GLD,13:39:00,13:40:00,13:40:00,13:42:00,
202301087622306,2023-01-08,SW,CLJ,14:12:00,14:13:00,14:12:00,14:14:00,
202301087622306,2023-01-08,SW,WAT,14:26:00,,14:26:00,,
202301087622308,2023-01-08,SW,WEY,,11:48:00,,11:48:00,886.0
202301087622308,2023-01-08,SW,UPW,11:52:00,11:52:00,11:51:00,11:52:00,886.0
202301087622308,2023-01-08,SW,DCH,11:59:00,12:00:00,11:58:00,12:00:00,886.0
202301087622308,2023-01-08,SW,MTN,12:07:00,12:07:00,12:05:00,12:07:00,886.0
202301087622308,2023-01-08,SW,WOO,12:12:00,12:13:00,12:12:00,12:13:00,886.0
202301087622308,2023-01-08,SW,WRM,12:19:00,12:20:00,12:17:00,12:19:00,886.0
202301087622308,2023-01-08,SW,HAM,12:26:00,12:27:00,12:24:00,12:26:00,886.0
202301087622308,2023-01-08,SW,POO,12:31:00,12:32:00,12:29:00,12:31:00,886.0
202301087622308,2023-01-08,SW,PKS,12:36:00,12:36:00,12:33:00,12:35:00,886.0
202301087622308,2023-01-08,SW,BSM,12:40:00,12:40:00,12:38:00,12:39:00,886.0
202301087622308,2023-01-08,SW,BMH,12:46:00,12:50:00,12:44:00,13:08:00,886.0
202301087622308,2023-01-08,SW,NWM,13:01:00,13:01:00,13:16:00,13:19:00,886.0
202301087622308,2023-01-08,SW,BCU,13:08:00,13:09:00,13:25:00,13:26:00,886.0
202301087622308,2023-01-08,SW,SOU,13:23:00,13:24:00,13:39:00,13:41:00,886.0
202301087622308,2023-01-08,SW,FRM,13:49:00,13:50:00,14:25:00,14:27:00,886.0
202301087622308,2023-01-08,SW,HAV,14:04:00,14:04:00,14:39:00,14:41:00,886.0
202301087622308,2023-01-08,SW,GLD,14:39:00,14:40:00,15:19:00,15:20:00,886.0
202301087622308,2023-01-08,SW,CLJ,15:12:00,15:13:00,15:52:00,15:54:00,886.0
202301087622308,2023-01-08,SW,WAT,15:26:00,,16:04:00,,886.0
202301087622311,2023-01-08,SW,WEY,,12:48:00,,12:48:00,
202301087622311,2023-01-08,SW,UPW,12:52:00,12:52:00,12:51:00,12:53:00,
202301087622311,2023-01-08,SW,DCH,12:59:00,13:00:00,12:59:00,13:00:00,
202301087622311,2023-01-08,SW,MTN,13:07:00,13:07:00,13:05:00,13:08:00,
202301087622311,2023-01-08,SW,WOO,13:12:00,13:13:00,13:13:00,13:14:00,
202301087622311,2023-01-08,SW,WRM,13:19:00,13:20:00,13:19:00,13:20:00,
202301087622311,2023-01-08,SW,HAM,13:26:00,13:27:00,13:25:00,13:27:00,
202301087622311,2023-01-08,SW,POO,13:31:00,13:32:00,13:30:00,13:31:00,
202301087622311,2023-01-08,SW,PKS,13:36:00,13:37:00,13:34:00,13:36:00,
202301087622311,2023-01-08,SW,BSM,13:40:00,13:41:00,13:39:00,13:40:00,
202301087622311,2023-01-08,SW,BMH,13:47:00,13:50:00,13:46:00,13:50:00,
202301087622311,2023-01-08,SW,NWM,14:01:00,14:01:00,13:59:00,14:02:00,
202301087622311,2023-01-08,SW,BCU,14:08:00,14:09:00,14:08:00,14:09:00,
202301087622311,2023-01-08,SW,SOU,14:23:00,14:24:00,14:22:00,14:24:00,
202301087622311,2023-01-08,SW,FRM,14:49:00,14:50:00,14:51:00,14:53:00,
202301087622311,2023-01-08,SW,HAV,15:04:00,15:04:00,15:05:00,15:06:00,
202301087622311,2023-01-08,SW,GLD,15:39:00,15:40:00,15:41:00,15:44:00,
202301087622311,2023-01-08,SW,CLJ,16:12:00,16:13:00,16:13:00,16:15:00,
202301087622311,2023-01-08,SW,WAT,16:26:00,,16:31:00,,
202301087622318,2023-01-08,SW,WEY,,13:48:00,,13:48:00,
202301087622318,2023-01-08,SW,UPW,13:52:00,13:52:00,13:51:00,13:53:00,
202301087622318,2023-01-08,SW,DCH,13:59:00,14:00:00,13:59:00,14:00:00,
202301087622318,2023-01-08,SW,MTN,14:07:00,14:07:00,14:05:00,14:07:00,
202301087622318,2023-01-08,SW,WOO,14:12:00,14:13:00,14:12:00,14:14:00,
202301087622318,2023-01-08,SW,WRM,14:19:00,14:20:00,14:18:00,14:20:00,
202301087622318,2023-01-08,SW,HAM,14:26:00,14:27:00,14:24:00,14:26:00,
202301087622318,2023-01-08,SW,POO,14:31:00,14:32:00,14:29:00,14:31:00,
202301087622318,2023-01-08,SW,PKS,14:36:00,14:37:00,14:33:00,14:36:00,
202301087622318,2023-01-08,SW,BSM,14:40:00,14:41:00,14:39:00,14:40:00,
202301087622318,2023-01-08,SW,BMH,14:47:00,14:50:00,14:46:00,14:49:00,
202301087622318,2023-01-08,SW,NWM,15:01:00,15:01:00,14:58:00,15:01:00,
202301087622318,2023-01-08,SW,BCU,15:08:00,15:09:00,15:08:00,15:09:00,
202301087622318,2023-01-08,SW,SOU,15:23:00,15:24:00,15:23:00,15:24:00,
202301087622318,2023-01-08,SW,FRM,15:49:00,15:50:00,15:55:00,15:57:00,
202301087622318,2023-01-08,SW,HAV,16:04:00,16:04:00,16:09:00,16:11:00,
202301087622318,2023-01-08,SW,GLD,16:39:00,16:40:00,16:50:00,16:51:00,
202301087622318,2023-01-08,SW,CLJ,17:12:00,17:13:00,17:23:00,17:25:00,
202301087622318,2023-01-08,SW,WAT,17:26:00,,17:38:00,,
202301087622328,2023-01-08,SW,WEY,,14:48:00,,14:48:00,886.0
202301087622328,2023-01-08,SW,UPW,14:52:00,14:52:00,14:51:00,14:53:00,886.0
202301087622328,2023-01-08,SW,DCH,14:59:00,15:00:00,14:59:00,15:00:00,886.0
202301087622328,2023-01-08,SW,MTN,15:07:00,15:07:00,15:06:00,15:07:00,886.0
202301087622328,2023-01-08,SW,WOO,15:12:00,15:13:00,15:13:00,15:14:00,886.0
202301087622328,2023-01-08,SW,WRM,15:19:00,15:20:00,15:18:00,15:20:00,886.0
202301087622328,2023-01-08,SW,HAM,15:26:00,15:27:00,15:24:00,15:26:00,886.0
202301087622328,2023-01-08,SW,POO,15:31:00,15:32:00,15:29:00,15:31:00,886.0
202301087622328,2023-01-08,SW,PKS,15:36:00,15:37:00,15:33:00,15:36:00,886.0
202301087622328,2023-01-08,SW,BSM,15:40:00,15:41:00,15:39:00,15:40:00,886.0
202301087622328,2023-01-08,SW,BMH,15:47:00,15:50:00,15:46:00,15:55:00,886.0
202301087622328,2023-01-08,SW,NWM,16:01:00,16:01:00,16:04:00,16:07:00,886.0
202301087622328,2023-01-08,SW,BCU,16:08:00,16:09:00,16:13:00,16:14:00,886.0
202301087622328,2023-01-08,SW,SOU,16:23:00,16:24:00,16:32:00,16:34:00,886.0
202301087622328,2023-01-08,SW,FRM,16:49:00,16:50:00,17:11:00,17:14:00,886.0
202301087622328,2023-01-08,SW,HAV,17:04:00,17:04:00,17:28:00,17:30:00,886.0
202301087622328,2023-01-08,SW,GLD,17:39:00,17:40:00,18:15:00,18:17:00,886.0
202301087622328,2023-01-08,SW,CLJ,18:12:00,18:13:00,18:48:00,18:50:00,886.0
202301087622328,2023-01-08,SW,WAT,18:26:00,,19:01:00,,886.0
202301087622338,2023-01-08,SW,WEY,,15:48:00,,15:48:00,
202301087622338,2023-01-08,SW,UPW,15:52:00,15:52:00,15:51:00,15:53:00,
202301087622338,2023-01-08,SW,DCH,15:59:00,16:00:00,15:59:00,16:01:00,
202301087622338,2023-01-08,SW,MTN,16:07:00,16:07:00,16:06:00,16:09:00,
202301087622338,2023-01-08,SW,WOO,16:12:00,16:13:00,16:14:00,16:15:00,
202301087622338,2023-01-08,SW,WRM,16:19:00,16:20:00,16:20:00,16:21:00,
202301087622338,2023-01-08,SW,HAM,16:26:00,16:27:00,16:26:00,16:28:00,
202301087622338,2023-01-08,SW,POO,16:31:00,16:32:00,16:31:00,16:32:00,
202301087622338,2023-01-08,SW,PKS,16:36:00,16:37:00,16:34:00,16:36:00,
202301087622338,2023-01-08,SW,BSM,16:40:00,16:41:00,16:39:00,16:40:00,
202301087622338,2023-01-08,SW,BMH,16:47:00,16:50:00,16:46:00,16:49:00,
202301087622338,2023-01-08,SW,NWM,17:01:00,17:01:00,16:59:00,17:01:00,
202301087622338,2023-01-08,SW,BCU,17:08:00,17:09:00,17:07:00,17:08:00,
202301087622338,2023-01-08,SW,SOU,17:23:00,17:24:00,17:23:00,17:24:00,
202301087622338,2023-01-08,SW,FRM,17:49:00,17:50:00,17:49:00,17:52:00,
202301087622338,2023-01-08,SW,HAV,18:04:00,18:04:00,18:04:00,18:05:00,
202301087622338,2023-01-08,SW,GLD,18:39:00,18:40:00,18:41:00,18:43:00,
202301087622338,2023-01-08,SW,CLJ,19:12:00,19:13:00,19:11:00,19:13:00,
202301087622338,2023-01-08,SW,WAT,19:26:00,,19:29:00,,
202301087622348,2023-01-08,SW,WEY,,16:48:00,,16:59:00,784.0
202301087622348,2023-01-08,SW,UPW,16:52:00,16:52:00,17:02:00,17:03:00,784.0
202301087622348,2023-01-08,SW,DCH,16:59:00,17:00:00,17:10:00,17:11:00,784.0
202301087622348,2023-01-08,SW,MTN,17:07:00,17:07:00,17:17:00,17:19:00,784.0
202301087622348,2023-01-08,SW,WOO,17:12:00,17:13:00,17:24:00,17:26:00,784.0
202301087622348,2023-01-08,SW,WRM,17:19:00,17:20:00,17:30:00,17:32:00,784.0
202301087622348,2023-01-08,SW,HAM,17:26:00,17:27:00,17:37:00,17:38:00,784.0
202301087622348,2023-01-08,SW,POO,17:31:00,17:32:00,17:41:00,17:43:00,784.0
202301087622348,2023-01-08,SW,PKS,17:36:00,17:37:00,17:45:00,17:47:00,784.0
202301087622348,2023-01-08,SW,BSM,17:40:00,17:41:00,17:50:00,17:52:00,784.0
202301087622348,2023-01-08,SW,BMH,17:47:00,17:50:00,17:57:00,18:01:00,784.0
202301087622348,2023-01-08,SW,NWM,18:01:00,18:01:00,18:10:00,18:13:00,784.0
202301087622348,2023-01-08,SW,BCU,18:08:00,18:09:00,18:19:00,18:21:00,784.0
202301087622348,2023-01-08,SW,SOU,18:23:00,18:24:00,18:37:00,18:38:00,784.0
202301087622348,2023-01-08,SW,FRM,18:49:00,18:50:00,19:04:00,19:06:00,784.0
202301087622348,2023-01-08,SW,HAV,19:04:00,19:04:00,19:21:00,19:22:00,784.0
202301087622348,2023-01-08,SW,GLD,19:39:00,19:40:00,20:16:00,20:18:00,784.0
202301087622348,2023-01-08,SW,CLJ,20:12:00,20:13:00,20:49:00,20:51:00,784.0
202301087622348,2023-01-08,SW,WAT,20:26:00,,21:03:00,,784.0
202301087622358,2023-01-08,SW,WEY,,17:45:00,,17:56:00,
202301087622358,2023-01-08,SW,UPW,17:49:00,17:49:00,18:03:00,18:04:00,
202301087622358,2023-01-08,SW,DCH,17:56:00,18:00:00,18:10:00,18:11:00,
202301087622358,2023-01-08,SW,MTN,18:07:00,18:07:00,18:17:00,18:19:00,
202301087622358,2023-01-08,SW,WOO,18:12:00,18:13:00,18:24:00,18:25:00,
202301087622358,2023-01-08,SW,WRM,18:19:00,18:20:00,18:30:00,18:32:00,
202301087622358,2023-01-08,SW,HAM,18:26:00,18:27:00,18:36:00,18:38:00,
202301087622358,2023-01-08,SW,POO,18:31:00,18:32:00,18:41:00,18:42:00,
202301087622358,2023-01-08,SW,PKS,18:36:00,18:36:00,18:44:00,18:46:00,
202301087622358,2023-01-08,SW,BSM,18:40:00,18:40:00,18:50:00,18:51:00,
202301087622358,2023-01-08,SW,BMH,18:47:00,18:50:00,18:56:00,18:59:00,
202301087622358,2023-01-08,SW,NWM,19:01:00,19:01:00,19:07:00,19:10:00,
202301087622358,2023-01-08,SW,BCU,19:08:00,19:09:00,19:16:00,19:17:00,
202301087622358,2023-01-08,SW,SOU,19:23:00,19:26:00,19:30:00,19:32:00,
202301087622358,2023-01-08,SW,FRM,19:54:00,19:55:00,19:54:00,19:57:00,
202301087622358,2023-01-08,SW,HAV,20:08:00,20:09:00,20:09:00,20:10:00,
202301087622358,2023-01-08,SW,GLD,20:44:00,20:45:00,20:55:00,20:56:00,
202301087622358,2023-01-08,SW,CLJ,21:15:00,21:16:00,21:27:00,21:29:00,
202301087622358,2023-01-08,SW,WAT,21:27:00,,21:40:00,,
202301087622376,2023-01-08,SW,WEY,,19:58:00,,19:59:00,
202301087622376,2023-01-08,SW,UPW,20:02:00,20:02:00,20:02:00,20:04:00,
202301087622376,2023-01-08,SW,DCH,20:09:00,20:10:00,20:09:00,20:10:00,
202301087622376,2023-01-08,SW,MTN,20:17:00,20:17:00,20:16:00,20:17:00,
202301087622376,2023-01-08,SW,WOO,20:22:00,20:23:00,20:22:00,20:23:00,
202301087622376,2023-01-08,SW,WRM,20:29:00,20:30:00,20:28:00,20:30:00,
202301087622376,2023-01-08,SW,HAM,20:36:00,20:37:00,20:34:00,20:37:00,
202301087622376,2023-01-08,SW,POO,20:42:00,20:50:00,20:40:00,20:49:00,
202301087622376,2023-01-08,SW,PKS,20:54:00,20:54:00,20:52:00,20:54:00,
202301087622376,2023-01-08,SW,BSM,20:57:00,20:57:00,21:00:00,21:02:00,
202301087622376,2023-01-08,SW,BMH,21:03:00,21:07:00,21:08:00,21:11:00,
202301087622376,2023-01-08,SW,POK,21:10:00,21:10:00,21:14:00,21:16:00,
202301087622376,2023-01-08,SW,CHR,21:14:00,21:14:00,21:18:00,21:20:00,
202301087622376,2023-01-08,SW,HNA,21:19:00,21:19:00,21:24:00,21:25:00,
202301087622376,2023-01-08,SW,NWM,21:23:00,21:24:00,21:29:00,21:31:00,
202301087622376,2023-01-08,SW,BCU,21:30:00,21:31:00,21:38:00,21:40:00,
202301087622376,2023-01-08,SW,SOU,21:47:00,21:50:00,21:54:00,21:55:00,
202301087622376,2023-01-08,SW,FRM,22:15:00,22:16:00,22:18:00,22:20:00,
202301087622376,2023-01-08,SW,HAV,22:28:00,22:29:00,22:34:00,22:34:00,
202301087622376,2023-01-08,SW,GLD,23:04:00,23:05:00,23:20:00,23:21:00,
202301087622376,2023-01-08,SW,CLJ,23:36:00,23:39:00,23:50:00,23:52:00,
202301087622376,2023-01-08,SW,WAT,23:55:00,,00:06:00,,
202301087622384,2023-01-08,SW,WEY,,20:58:00,,21:13:00,
202301087622384,2023-01-08,SW,UPW,21:02:00,21:02:00,21:16:00,21:17:00,
202301087622384,2023-01-08,SW,DCH,21:09:00,21:10:00,21:23:00,21:24:00,
202301087622384,2023-01-08,SW,MTN,21:17:00,21:17:00,21:29:00,21:31:00,
202301087622384,2023-01-08,SW,WOO,21:22:00,21:23:00,21:36:00,21:38:00,
202301087622384,2023-01-08,SW,WRM,21:29:00,21:30:00,21:42:00,21:44:00,
202301087622384,2023-01-08,SW,HAM,21:36:00,21:37:00,21:48:00,21:50:00,
202301087622384,2023-01-08,SW,POO,21:42:00,21:50:00,21:53:00,21:55:00,
202301087622384,2023-01-08,SW,PKS,21:54:00,21:54:00,21:57:00,21:58:00,
202301087622384,2023-01-08,SW,BSM,21:57:00,21:57:00,22:01:00,22:02:00,
202301087622384,2023-01-08,SW,BMH,22:03:00,22:08:00,22:06:00,22:08:00,
202301087622384,2023-01-08,SW,POK,22:12:00,22:12:00,22:10:00,22:11:00,
202301087622384,2023-01-08,SW,CHR,22:15:00,22:16:00,22:14:00,22:15:00,
202301087622384,2023-01-08,SW,HNA,22:21:00,22:21:00,22:19:00,22:20:00,
202301087622384,2023-01-08,SW,NWM,22:25:00,22:25:00,22:23:00,22:26:00,
202301087622384,2023-01-08,SW,BCU,22:32:00,22:33:00,22:33:00,22:37:00,
202301087622384,2023-01-08,SW,SOU,22:47:00,22:48:00,22:50:00,22:51:00,
202301087622384,2023-01-08,SW,FRM,23:13:00,23:14:00,23:16:00,23:18:00,
202301087622384,2023-01-08,SW,HAV,23:28:00,23:28:00,23:31:00,23:31:00,
202301087622384,2023-01-08,SW,GLD,00:04:00,00:05:00,00:07:00,00:08:00,
202301087622384,2023-01-08,SW,CLJ,00:36:00,00:37:00,00:39:00,00:40:00,
202301087622384,2023-01-08,SW,WAT,00:48:00,,00:50:00,,
202301087936491,2023-01-08,SW,WEY,,18:48:00,,,
202301087936491,2023-01-08,SW,UPW,18:49:00,18:49:00,,,
202301087936491,2023-01-08,SW,DCH,18:56:00,19:00:00,,,
202301087936491,2023-01-08,SW,MTN,19:06:00,19:07:00,,,
202301087936491,2023-01-08,SW,WOO,19:12:00,19:13:00,,,
202301087936491,2023-01-08,SW,WRM,19:19:00,19:20:00,,,
202301087936491,2023-01-08,SW,HAM,19:26:00,19:27:00,,,
202301087936491,2023-01-08,SW,POO,19:31:00,19:32:00,,19:31:00,
202301087936491,2023-01-08,SW,PKS,19:36:00,19:36:00,19:33:00,19:35:00,
202301087936491,2023-01-08,SW,BSM,19:39:00,19:40:00,19:39:00,19:40:00,
202301087936491,2023-01-08,SW,BMH,19:46:00,19:50:00,19:45:00,19:49:00,
202301087936491,2023-01-08,SW,NWM,20:00:00,20:01:00,19:59:00,20:01:00,
202301087936491,2023-01-08,SW,BCU,20:07:00,20:09:00,20:08:00,20:09:00,
202301087936491,2023-01-08,SW,SOU,20:22:00,20:26:00,20:22:00,20:25:00,
202301087936491,2023-01-08,SW,FRM,20:54:00,20:55:00,20:50:00,20:53:00,
202301087936491,2023-01-08,SW,HAV,21:08:00,21:09:00,21:05:00,21:08:00,
202301087936491,2023-01-08,SW,GLD,21:43:00,21:45:00,21:44:00,21:45:00,
202301087936491,2023-01-08,SW,CLJ,22:15:00,22:16:00,22:16:00,22:18:00,
202301087936491,2023-01-08,SW,WAT,22:25:00,,22:29:00,,
202301147622310,2023-01-14,SW,WEY,,06:17:00,,,824.0
202301147622310,2023-01-14,SW,UPW,06:21:00,06:21:00,,,824.0
202301147622310,2023-01-14,SW,DCH,06:28:00,06:29:00,,,824.0
202301147622310,2023-01-14,SW,MTN,06:36:00,06:36:00,,,824.0
202301147622310,2023-01-14,SW,WOO,06:41:00,06:42:00,,,824.0
202301147622310,2023-01-14,SW,WRM,06:48:00,06:49:00,,,824.0
202301147622310,2023-01-14,SW,HOL,06:53:00,06:53:00,,,824.0
202301147622310,2023-01-14,SW,HAM,06:57:00,06:58:00,,,824.0
202301147622310,2023-01-14,SW,POO,07:02:00,07:03:00,,,824.0
202301147622310,2023-01-14,SW,PKS,07:07:00,07:07:00,,,824.0
202301147622310,2023-01-14,SW,BSM,07:11:00,07:11:00,,,824.0
202301147622310,2023-01-14,SW,BMH,,07:22:00,,07:36:00,824.0
202301147622310,2023-01-14,SW,POK,07:26:00,07:26:00,07:39:00,07:40:00,824.0
202301147622310,2023-01-14,SW,CHR,07:29:00,07:30:00,07:43:00,07:45:00,824.0
202301147622310,2023-01-14,SW,NWM,07:36:00,07:37:00,07:50:00,07:53:00,824.0
202301147622310,2023-01-14,SW,BCU,07:43:00,07:44:00,08:00:00,08:00:00,824.0
202301147622310,2023-01-14,SW,SOU,07:58:00,08:00:00,08:13:00,08:17:00,824.0
202301147622310,2023-01-14,SW,FRM,08:22:00,08:23:00,08:53:00,08:56:00,824.0
202301147622310,2023-01-14,SW,HAV,08:38:00,08:38:00,09:09:00,09:10:00,824.0
202301147622310,2023-01-14,SW,GLD,09:18:00,09:19:00,09:52:00,09:53:00,824.0
202301147622310,2023-01-14,SW,WOK,09:27:00,09:28:00,10:01:00,10:04:00,824.0
202301147622310,2023-01-14,SW,CLJ,09:47:00,09:48:00,10:22:00,10:24:00,824.0
202301147622310,2023-01-14,SW,WAT,09:56:00,,10:31:00,,824.0
202301147622312,2023-01-14,SW,WEY,,07:20:00,,,543.0
202301147622312,2023-01-14,SW,UPW,07:24:00,07:24:00,,,543.0
202301147622312,2023-01-14,SW,DCH,07:31:00,07:33:00,,,543.0
202301147622312,2023-01-14,SW,MTN,07:39:00,07:39:00,,,543.0
202301147622312,2023-01-14,SW,WOO,07:45:00,07:45:00,,,543.0
202301147622312,2023-01-14,SW,WRM,07:52:00,07:53:00,,,543.0
202301147622312,2023-01-14,SW,HOL,07:56:00,07:56:00,,,543.0
202301147622312,2023-01-14,SW,HAM,08:01:00,08:01:00,,,543.0
202301147622312,2023-01-14,SW,POO,08:06:00,08:07:00,,,543.0
202301147622312,2023-01-14,SW,BMH,,08:22:00,,08:22:00,543.0
202301147622312,2023-01-14,SW,POK,08:26:00,08:26:00,08:24:00,08:25:00,543.0
202301147622312,2023-01-14,SW,CHR,08:29:00,08:30:00,08:28:00,08:29:00,543.0
202301147622312,2023-01-14,SW,NWM,08:36:00,08:37:00,08:35:00,08:37:00,543.0
202301147622312,2023-01-14,SW,BCU,08:43:00,08:44:00,08:44:00,08:45:00,543.0
202301147622312,2023-01-14,SW,SOU,08:58:00,09:00:00,08:58:00,09:00:00,543.0
202301147622312,2023-01-14,SW,FRM,09:22:00,09:23:00,09:37:00,09:39:00,543.0
202301147622312,2023-01-14,SW,HAV,09:38:00,09:38:00,09:51:00,09:53:00,543.0
202301147622312,2023-01-14,SW,GLD,10:18:00,10:19:00,10:51:00,10:53:00,543.0
202301147622312,2023-01-14,SW,WOK,10:27:00,10:28:00,11:00:00,11:02:00,543.0
202301147622312,2023-01-14,SW,CLJ,10:47:00,10:48:00,11:19:00,11:21:00,543.0
